"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_35443","nflId_42428","nflId_43821","nflId_46078","nflId_47819","nflId_52433","nflId_52625","nflId_53432","nflId_53477","nflId_53623","nflId_54599","nflId_52598","nflId_40078","nflId_46256","nflId_46331","nflId_46377","nflId_46998","nflId_54558","nflId_54570","nflId_41291","nflId_52561","nflId_44959","nflId_55113","nflId_53584","nflId_42416","nflId_45069","nflId_48485","nflId_54652","nflId_54727","nflId_41500","nflId_44820","nflId_55112","diferencia","yardlineSide_mod","isDropback"
"1",2022101600,2,2,9,14,24,"EMPTY","3x2",7.21666666666667,"6-9 min","visitante",0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,-7,"rival",TRUE
"2",2022102310,1,1,10,22,88,"EMPTY","3x2",2.01666666666667,"12-15 min","local",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,"SF",TRUE
"3",2022103010,2,1,5,38,72,"SHOTGUN","3x1",5.28333333333333,"9-12 min","visitante",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,-7,"rival",TRUE
"4",2022092513,1,1,10,10,100,"SHOTGUN","2x1",14.9,"0-3 min","visitante",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"SF",FALSE
"5",2022103010,4,2,7,39,49,"SINGLEBACK","2x2",3.98333333333333,"9-12 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,17,"SF",FALSE
"6",2022091808,3,4,1,11,99,"SINGLEBACK","2x2",8.53333333333333,"6-9 min","local",1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,"rival",FALSE
"7",2022100300,1,1,10,41,69,"SINGLEBACK","3x1",0.766666666666667,"12-15 min","local",0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4,"SF",FALSE
"8",2022091102,1,1,10,16,94,"SHOTGUN","2x2",10.4,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"9",2022091808,1,2,6,34,44,"SINGLEBACK","3x1",12.6666666666667,"0-3 min","local",1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"10",2022091102,2,2,4,46,56,"SINGLEBACK","3x1",13.35,"0-3 min","visitante",1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"11",2022091808,4,2,6,49,61,"PISTOL","2x2",13.4833333333333,"0-3 min","local",1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"SF",FALSE
"12",2022101600,4,2,5,24,34,"SHOTGUN","2x2",0.783333333333333,"12-15 min","visitante",0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,-14,"SF",TRUE
"13",2022092513,1,3,3,49,61,"EMPTY","3x2",0.366666666666667,"12-15 min","visitante",1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,"SF",TRUE
"14",2022102310,3,3,10,17,27,"SHOTGUN","3x1",12.7,"0-3 min","local",1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-8,"SF",TRUE
"15",2022091102,4,1,10,22,32,"SHOTGUN","2x2",6.01666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"SF",TRUE
"16",2022102310,2,2,9,11,99,"SHOTGUN","2x2",1.65,"12-15 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,"rival",TRUE
"17",2022100910,2,2,10,30,80,"EMPTY","3x2",1.93333333333333,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,"rival",TRUE
"18",2022103010,4,3,3,7,103,"SINGLEBACK","2x2",6.8,"6-9 min","visitante",1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,10,"rival",TRUE
"19",2022100910,2,1,10,21,89,"SINGLEBACK","2x2",15,"0-3 min","visitante",0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,7,"rival",FALSE
"20",2022100300,2,2,5,30,40,"SHOTGUN","2x2",5.75,"9-12 min","local",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"SF",FALSE
"21",2022091102,4,2,15,20,30,"SHOTGUN","3x1",12.6666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"SF",FALSE
"22",2022102310,2,1,10,39,71,"SINGLEBACK","3x1",14.4333333333333,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,"rival",FALSE
"23",2022100300,2,2,8,45,65,"SHOTGUN","2x2",13.5833333333333,"0-3 min","local",0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4,"rival",FALSE
"24",2022103010,2,3,12,12,98,"SHOTGUN","3x1",1.11666666666667,"12-15 min","visitante",1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,-7,"rival",TRUE
"25",2022100300,2,1,10,22,32,"SINGLEBACK","2x2",11.85,"3-6 min","local",0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4,"SF",TRUE
"26",2022101600,2,2,5,12,22,"SHOTGUN","2x2",11.65,"3-6 min","visitante",0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-14,"rival",TRUE
"27",2022101600,2,1,10,32,42,"SINGLEBACK","2x2",9.26666666666667,"3-6 min","visitante",0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-7,"rival",TRUE
"28",2022091808,3,3,1,11,99,"SHOTGUN","3x1",9.13333333333333,"3-6 min","local",1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,"rival",TRUE
"29",2022100910,3,2,5,30,80,"SINGLEBACK","2x2",2.98333333333333,"12-15 min","visitante",0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,12,"SF",TRUE
"30",2022091808,2,3,2,46,56,"SHOTGUN","2x2",12.1333333333333,"0-3 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"SF",TRUE
"31",2022100910,3,3,8,27,83,"SHOTGUN","3x1",2.28333333333333,"12-15 min","visitante",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,12,"SF",TRUE
"32",2022091808,2,1,10,38,48,"SINGLEBACK","2x2",13.5,"0-3 min","local",1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"SF",FALSE
"33",2022092513,1,1,10,18,28,"EMPTY","3x2",9.76666666666667,"3-6 min","visitante",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"34",2022091808,2,1,10,38,72,"PISTOL","2x2",11.4666666666667,"3-6 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"rival",TRUE
"35",2022091808,4,2,6,32,42,"I_FORM","2x1",4.95,"9-12 min","local",1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"36",2022092513,1,3,9,36,74,"SHOTGUN","2x2",5.15,"9-12 min","visitante",1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,"SF",TRUE
"37",2022100300,1,3,9,41,69,"SHOTGUN","3x1",5.58333333333333,"9-12 min","local",0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"SF",TRUE
"38",2022091102,3,1,10,25,85,"SHOTGUN","2x1",15,"0-3 min","visitante",1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"SF",FALSE
"39",2022102310,3,1,10,46,64,"SINGLEBACK","2x2",0.416666666666667,"12-15 min","local",1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-12,"rival",TRUE
"40",2022100300,1,1,10,49,59,"SINGLEBACK","3x1",4.95,"9-12 min","local",0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",FALSE
"41",2022100300,2,1,10,25,35,"SHOTGUN","3x1",6.36666666666667,"6-9 min","local",0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"SF",TRUE
"42",2022091808,3,1,10,45,55,"I_FORM","2x1",2.53333333333333,"12-15 min","local",1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"SF",FALSE
"43",2022092513,1,2,6,46,64,"SINGLEBACK","3x1",1.13333333333333,"12-15 min","visitante",1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,"SF",FALSE
"44",2022091102,4,3,2,30,40,"SHOTGUN","2x1",5.4,"9-12 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"SF",TRUE
"45",2022091102,3,2,6,24,86,"SHOTGUN","2x1",4.73333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"SF",FALSE
"46",2022091808,3,3,9,46,56,"SHOTGUN","3x1",1.65,"12-15 min","local",1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,"SF",TRUE
"47",2022103010,3,3,9,49,59,"EMPTY","3x2",13.5666666666667,"0-3 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,-4,"rival",TRUE
"48",2022101600,4,3,1,21,31,"SINGLEBACK","2x2",8.11666666666667,"6-9 min","visitante",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-14,"SF",FALSE
"49",2022101600,3,1,10,40,70,"SHOTGUN","2x2",7.66666666666667,"6-9 min","visitante",0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-14,"SF",FALSE
"50",2022103010,3,2,5,34,76,"SINGLEBACK","2x2",6.6,"6-9 min","visitante",1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-4,"SF",TRUE
"51",2022091808,1,1,10,23,33,"I_FORM","2x1",3.33333333333333,"9-12 min","local",1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
"52",2022091808,4,2,1,1,11,"JUMBO","1x1",2.5,"12-15 min","local",1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"53",2022101600,4,2,14,19,29,"SHOTGUN","3x1",6.28333333333333,"6-9 min","visitante",0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-14,"SF",TRUE
"54",2022103010,3,1,10,50,60,"SHOTGUN","2x2",14.4,"0-3 min","visitante",1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-4,"centro",FALSE
"55",2022101600,3,2,4,26,84,"SHOTGUN","3x1",1.95,"12-15 min","visitante",0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,-14,"SF",TRUE
"56",2022100910,4,3,10,35,75,"SHOTGUN","3x1",14.8833333333333,"0-3 min","visitante",0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,12,"rival",TRUE
"57",2022102310,1,1,9,9,19,"SINGLEBACK","2x2",7.23333333333333,"6-9 min","local",1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
