"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_41292","nflId_41532","nflId_42344","nflId_42356","nflId_43336","nflId_44844","nflId_44879","nflId_45244","nflId_47831","nflId_52432","nflId_52513","nflId_48415","nflId_52942","nflId_53098","nflId_54476","nflId_52762","nflId_53932","nflId_37101","nflId_43525","nflId_46160","nflId_43383","nflId_52666","nflId_37110","nflId_44009","nflId_40129","nflId_53635","nflId_55125","nflId_46542","nflId_53515","nflId_42350","nflId_55133","nflId_43439","diferencia","yardlineSide_mod","isDropback"
"1",2022091804,1,2,7,40,70,"SINGLEBACK","2x2",2.1,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"NO",FALSE
"2",2022101605,4,1,10,41,69,"SHOTGUN","2x2",0.8,"12-15 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-4,"rival",TRUE
"3",2022102000,2,2,2,33,43,"SHOTGUN","2x2",1.5,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-6,"NO",TRUE
"4",2022101605,2,1,10,20,90,"SHOTGUN","2x2",11.3833333333333,"3-6 min","local",0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,"rival",FALSE
"5",2022100906,4,1,10,23,33,"SINGLEBACK","2x2",14.05,"0-3 min","local",0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,"NO",FALSE
"6",2022110700,1,3,6,44,66,"SHOTGUN","2x2",13.2166666666667,"0-3 min","local",0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NO",TRUE
"7",2022091100,1,1,10,23,87,"SINGLEBACK","3x1",7.76666666666667,"6-9 min","visitante",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"NO",FALSE
"8",2022091100,3,1,10,25,85,"SINGLEBACK","3x1",15,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,"NO",FALSE
"9",2022092500,3,1,10,18,92,"SINGLEBACK","2x2",8.75,"6-9 min","visitante",0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-13,"rival",FALSE
"10",2022103006,2,1,10,45,65,"SHOTGUN","3x1",11.15,"3-6 min","local",0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,"rival",TRUE
"11",2022101605,4,1,10,30,80,"SHOTGUN","3x1",14.3,"0-3 min","local",0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,"rival",FALSE
"12",2022102000,3,1,10,46,56,"SINGLEBACK","3x1",8.08333333333333,"6-9 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,-11,"NO",TRUE
"13",2022091100,2,2,18,25,35,"SHOTGUN","3x1",5.16666666666667,"9-12 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"NO",TRUE
"14",2022100200,3,2,14,36,74,"SHOTGUN","2x2",13.9,"0-3 min","local",1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-6,"NO",TRUE
"15",2022102000,3,1,8,8,102,"I_FORM","2x1",11.1833333333333,"3-6 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,-14,"rival",FALSE
"16",2022102000,2,1,10,25,35,"SHOTGUN","2x2",2.46666666666667,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"NO",FALSE
"17",2022102000,4,3,5,45,65,"SHOTGUN","3x1",1.9,"12-15 min","visitante",0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-11,"NO",TRUE
"18",2022092500,1,2,10,43,67,"SINGLEBACK","2x2",11.5166666666667,"3-6 min","visitante",1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO",FALSE
"19",2022103006,2,1,10,26,36,"SHOTGUN","3x1",3.06666666666667,"9-12 min","local",0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,17,"NO",TRUE
"20",2022110700,4,1,10,31,41,"SHOTGUN","3x1",5.06666666666667,"9-12 min","local",0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-21,"NO",TRUE
"21",2022100906,3,1,10,21,89,"PISTOL","3x1",2.76666666666667,"12-15 min","local",0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,"NO",FALSE
"22",2022091100,4,1,10,49,61,"SHOTGUN","2x2",12.2,"0-3 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,"rival",TRUE
