"","gameId2022091107","gameId2022091801","gameId2022092506","gameId2022100210","gameId2022100907","gameId2022101602","gameId2022102307","gameId2022103007","gameId2022110606","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_33099","nflId_42371","nflId_42500","nflId_43433","nflId_43586","nflId_46226","nflId_53047","nflId_53443","nflId_53463","nflId_53536","nflId_54576","nflId_54501","nflId_44817","nflId_46279","nflId_54475","nflId_48657","nflId_53715","nflId_54566","nflId_47969","nflId_45024","nflId_48513","nflId_53431","nflId_33107","nflId_52467","nflId_42364","nflId_52733","diferencia","yardlineSide_modcentro","yardlineSide_modNYJ","yardlineSide_modrival","isDropback"
"1",0,0,1,0,0,0,0,0,0,0.333333333333333,0,0.321428571428571,0.36734693877551,0.824742268041237,0,0,0,0,1,0,0,0,1,0,0,0,0.193729003359462,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189189189,0,1,0,0
"2",0,0,0,0,0,1,0,0,0,0,0.666666666666667,0.178571428571429,0.775510204081633,0.618556701030928,0,0,0,0,1,0,0,0,0,1,0,0,0.541993281075028,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.567567567567568,0,1,0,1
"3",1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.285714285714286,0.510204081632653,0.752577319587629,0,0,0,0,1,0,0,0,1,0,0,0,0.437849944008959,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.189189189189189,0,1,0,1
"4",0,0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.178571428571429,0.469387755102041,0.237113402061856,0,0,0,0,1,0,0,0,1,0,0,0,0.22956326987682,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0810810810810811,0,1,0,1
"5",0,0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.178571428571429,0.489795918367347,0.247422680412371,0,0,0,0,1,0,0,0,1,0,0,0,0.0828667413213886,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.756756756756757,0,1,0,1
"6",0,0,0,0,0,0,0,1,0,0.666666666666667,0,0.321428571428571,0.938775510204082,0.536082474226804,0,0,0,0,0,1,0,0,1,0,0,0,0.729003359462486,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0.486486486486487,0,1,0,1
"7",0,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.214285714285714,1,0.505154639175258,0,0,0,0,0,1,0,0,0,1,0,0,0.453527435610302,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.621621621621622,1,0,0,0
"8",0,0,0,0,0,0,0,0,1,0.666666666666667,0,0.321428571428571,0.36734693877551,0.185567010309278,0,0,0,0,1,0,0,0,1,0,0,0,0.361702127659574,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.459459459459459,0,0,1,0
"9",0,0,0,0,0,0,1,0,0,1,0.666666666666667,0.285714285714286,0.510204081632653,0.752577319587629,0,0,0,0,0,1,0,0,0,1,0,0,0.110862262038074,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.756756756756757,0,1,0,0
"10",1,0,0,0,0,0,0,0,0,0,0,0.321428571428571,0.326530612244898,0.845360824742268,0,0,0,0,1,0,0,1,0,0,0,0,0.559910414333707,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567567567567568,0,1,0,0
"11",0,0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.25,0.530612244897959,0.268041237113402,0,0,0,0,1,0,0,0,1,0,0,0,0.206047032474804,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.513513513513513,0,1,0,1
"12",0,0,0,0,0,0,0,0,1,0.666666666666667,0,0.321428571428571,0.775510204081633,0.618556701030928,0,0,0,0,0,1,0,0,1,0,0,0,0.958566629339306,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0.459459459459459,0,1,0,0
"13",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.142857142857143,0.530612244897959,0.742268041237113,0,0,0,0,1,0,0,0,1,0,0,0,0.0817469204927212,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.297297297297297,0,0,1,0
"14",0,1,0,0,0,0,0,0,0,0.666666666666667,0,0.321428571428571,0.183673469387755,0.917525773195876,0,0,0,0,0,1,0,0,1,0,0,0,0.265397536394177,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.486486486486487,0,1,0,0
"15",0,1,0,0,0,0,0,0,0,0.333333333333333,0,0.321428571428571,0.183673469387755,0.0927835051546392,0,0,0,0,1,0,0,0,0,1,0,0,0.0179171332586786,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.378378378378378,0,0,1,1
