"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_38696","nflId_42348","nflId_44835","nflId_44846","nflId_44849","nflId_46116","nflId_47818","nflId_52524","nflId_52733","nflId_53430","nflId_54530","nflId_42302","nflId_52708","nflId_53454","nflId_45785","nflId_44978","nflId_53643","nflId_53574","nflId_53707","nflId_53474","nflId_41665","nflId_44916","nflId_54619","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022110604,1,3,5,26,84,10.35,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"rival",0,1,0.889063477444826
2022091803,2,2,11,15,95,14.4,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"JAX",0,1,0.986779206186354
2022091109,2,1,9,9,101,5.83333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.790795130340883
2022091109,2,1,10,50,60,7.9,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-11,"centro",1,1,0.730337041562562
2022102304,1,1,10,36,74,2.96666666666667,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,"rival",0,1,0.774824537477982
2022110604,3,2,6,23,33,2.75,"12-15 min","local",0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,-3,"rival",0,0,0.359773879794909
2022100903,4,1,10,13,97,0.683333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",1,1,0.983771716144763
2022100903,1,2,8,8,102,1.61666666666667,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.865382472404624
2022091803,3,3,6,29,81,13.85,"0-3 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,17,"JAX",1,1,0.921916303065208
2022103000,3,1,15,34,44,0.466666666666667,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-4,"JAX",1,1,0.997171990996036
2022100209,4,2,10,31,41,12.2166666666667,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-9,"JAX",1,1,0.883592086058094
2022100903,4,1,10,20,90,10.35,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"JAX",1,0,0.642193630115786
2022100209,4,3,10,47,57,8.11666666666667,"6-9 min","visitante",1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,-15,"JAX",1,1,0.929449348751772
2022101603,1,3,1,1,11,3.85,"9-12 min","visitante",0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"rival",0,0,0.0527722205782759
2022100903,4,2,10,24,86,0.3,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",1,1,0.995740418521228
2022092509,3,1,10,41,69,11.2666666666667,"3-6 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,"JAX",1,1,0.66568609345007
2022100209,3,1,10,29,39,6.26666666666667,"6-9 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-6,"rival",0,0,0.633505932674213
2022092509,2,3,8,26,84,11.65,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,"rival",1,1,0.921326730783616
2022101603,1,1,1,1,11,5.03333333333333,"9-12 min","visitante",0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,"rival",0,0,0.00968185298790151
2022101603,1,1,10,15,95,12.1833333333333,"0-3 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"JAX",1,0,0.186594892387936
2022091109,1,3,12,15,25,12.0666666666667,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.982768417951768
2022092509,1,3,2,45,55,4.18333333333333,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.650201813446543
2022102304,1,2,3,29,81,2.58333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,"rival",0,0,0.41143068049923
2022091803,4,2,9,10,20,5.53333333333333,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,24,"JAX",0,0,0.164754854114273
2022110604,2,1,10,44,54,0.433333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-13,"rival",1,1,0.906179780416048
2022100903,4,2,10,20,90,10.2833333333333,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"JAX",1,1,0.692449814728222
2022103000,4,1,10,47,57,7.1,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"rival",1,1,0.746696783974119
2022091803,3,1,10,25,85,15,"0-3 min","local",0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,17,"JAX",0,0,0.126353361957315
2022100209,4,1,10,20,30,13.6,"0-3 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,-9,"JAX",0,1,0.744803216412555
2022091109,4,1,10,45,65,14.3166666666667,"0-3 min","visitante",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-2,"rival",0,1,0.680092522796728
2022101603,1,1,10,20,30,5.96666666666667,"9-12 min","visitante",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,"rival",0,0,0.270586484287633
2022091109,4,2,8,43,67,13.6666666666667,"0-3 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,"rival",1,0,0.578266842001908
2022101603,2,1,10,25,35,13.9333333333333,"0-3 min","visitante",0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,4,"JAX",1,1,0.779376774022134
2022100903,1,2,8,45,65,7.93333333333333,"6-9 min","local",1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",1,1,0.68712047162245
2022100209,3,1,10,19,29,5.03333333333333,"9-12 min","visitante",0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,-6,"rival",0,0,0.232773356885677
2022110604,2,3,1,14,24,5.6,"9-12 min","local",0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,-17,"rival",0,0,0.0429989046254359
2022100209,2,3,10,25,35,9.13333333333333,"3-6 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,7,"JAX",0,1,0.827349495994843
2022100903,1,1,10,20,30,13.9666666666667,"0-3 min","local",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"JAX",0,1,0.814444787526998
2022100209,1,3,5,25,85,7.11666666666667,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7,"JAX",1,1,0.879694399216032
2022091803,1,1,10,16,94,3.81666666666667,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.30001746836281
2022092509,3,3,1,6,16,3.3,"9-12 min","visitante",1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,"rival",0,0,0.0294569475559919
2022110604,2,2,16,47,57,8.26666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-17,"rival",1,1,0.979712371951761
2022100209,1,2,5,45,65,0.6,"12-15 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,14,"JAX",1,1,0.975923498549993
2022103000,4,2,3,4,14,5.16666666666667,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-4,"rival",0,0,0.0911088744333323
2022102304,2,1,25,34,76,4.26666666666667,"9-12 min","local",0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,"JAX",1,1,0.763099711118322
2022103000,1,3,6,22,32,7.76666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"rival",1,1,0.924217386250873
2022110604,3,1,10,28,38,13.95,"0-3 min","local",1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-10,"rival",1,1,0.886062472187998
2022110604,2,2,4,38,48,0.35,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-13,"rival",1,1,0.983196495496395
2022092509,3,2,8,42,68,9.13333333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13,"JAX",1,1,0.804264290126664
2022100903,4,2,2,22,88,2.73333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",1,1,0.661653130567875
2022091803,1,1,10,46,56,10.0666666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"JAX",1,1,0.833178327462145
2022100209,3,2,11,27,83,9.1,"3-6 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-6,"JAX",1,1,0.983308019402783
2022091109,2,2,14,14,96,0.533333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-11,"rival",1,1,0.998388700487276
2022091109,4,3,4,42,68,7.45,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"rival",1,1,0.860828673443668
2022103000,1,2,14,41,51,9.8,"3-6 min","local",1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"rival",0,1,0.921004406955839
2022091109,3,1,3,3,13,9.65,"3-6 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-11,"rival",0,0,0.431406152122631
2022091109,4,1,10,25,35,1.76666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,-6,"JAX",1,1,0.760327582926177
2022100903,2,1,10,40,70,2,"12-15 min","local",1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-3,"JAX",0,0,0.282705132499891
2022091803,1,2,12,18,92,3.15,"9-12 min","local",0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"rival",1,1,0.88501023066177
2022110604,4,2,9,35,45,5.08333333333333,"9-12 min","local",1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4,"JAX",1,1,0.805711351527738
2022103000,3,1,10,24,34,14.9,"0-3 min","local",0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,3,"JAX",0,0,0.078617718605053
2022091803,2,1,10,25,85,5.71666666666667,"9-12 min","local",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,14,"JAX",1,0,0.576505319445538
2022100209,1,1,10,20,90,8.36666666666667,"6-9 min","visitante",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,7,"JAX",0,0,0.523087160364711
2022103000,2,2,5,38,48,2.21666666666667,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,"JAX",1,1,0.7591768505079
2022100903,3,1,10,45,65,14.05,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"rival",0,1,0.943020895297343
2022103000,1,1,10,37,47,10.6,"3-6 min","local",0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,"rival",1,0,0.187337191934021
2022101603,4,1,10,16,94,12.7,"0-3 min","visitante",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-5,"JAX",0,0,0.370213174368111
2022102304,2,2,15,27,83,6.11666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,"JAX",1,1,0.98550945757102
2022101603,1,2,1,24,86,11.8,"3-6 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"JAX",0,0,0.0114807353193546
2022092509,2,1,10,25,35,6.16666666666667,"6-9 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,"JAX",0,0,0.592787145352805
2022091109,2,3,1,43,53,1.23333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-11,"JAX",1,1,0.927211185369223
2022100903,2,1,10,8,102,12.3,"0-3 min","local",1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"JAX",0,1,0.66329637778827
2022100903,1,3,8,45,65,7.85,"6-9 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"rival",1,1,0.9693985970754
2022102304,4,4,1,20,90,11.5,"3-6 min","local",0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,4,"rival",0,0,0.0162718061173447
2022091109,1,1,10,13,23,12.9,"0-3 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.230927101683015
2022100903,1,1,10,48,62,5.03333333333333,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"rival",0,0,0.210752008173336
2022091109,2,1,15,24,34,8.63333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-11,"JAX",1,1,0.973035062049403
2022101603,3,4,1,32,78,1.23333333333333,"12-15 min","visitante",0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,2,"rival",0,0,0.26749751267467
2022092509,1,1,10,44,54,13.4333333333333,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,0,0.483517034095072
