"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_40011","nflId_43367","nflId_44822","nflId_44874","nflId_45695","nflId_46152","nflId_46243","nflId_47839","nflId_52440","nflId_53492","nflId_53655","nflId_54519","nflId_48683","nflId_53591","nflId_46213","nflId_41325","nflId_42511","nflId_54716","nflId_47999","nflId_33138","nflId_46143","nflId_52618","nflId_45369","nflId_53449","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022102310,4,2,10,49,59,"SINGLEBACK","2x2",3.95,"9-12 min","visitante",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,21,"KC",0,0,0.420228574231238
2022110610,4,2,10,47,57,"SHOTGUN","3x1",0.85,"12-15 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"KC",1,1,0.942504364277883
2022091500,3,1,10,41,51,"SHOTGUN","2x2",7.65,"6-9 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-10,"rival",1,0,0.539938000075
2022091500,3,1,15,30,40,"SHOTGUN","2x2",2.23333333333333,"12-15 min","local",1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-3,"rival",1,1,0.640971157204267
2022110610,5,2,2,14,24,"SHOTGUN","3x1",5.88333333333333,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"rival",0,1,0.681014209860086
2022091110,4,1,10,20,30,"SHOTGUN","2x2",9.33333333333333,"3-6 min","visitante",0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,22,"rival",1,0,0.106878277051772
2022100213,3,3,10,49,61,"SHOTGUN","3x1",13.0833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,"rival",1,1,0.921663510889061
2022100213,3,2,7,49,59,"PISTOL","2x1",8.68333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,"KC",1,1,0.864091035173569
2022091500,3,2,3,36,74,"SHOTGUN","3x1",5.76666666666667,"9-12 min","local",1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-3,"KC",0,0,0.449677210860149
2022102310,2,2,5,15,95,"SHOTGUN","3x1",11.4833333333333,"3-6 min","visitante",1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-6,"KC",1,1,0.811232764959424
2022091110,3,2,6,32,78,"SINGLEBACK","3x1",6.65,"6-9 min","visitante",0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,23,"rival",0,1,0.762541296405847
2022100213,3,2,10,49,61,"SHOTGUN","2x2",13.1333333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"rival",1,1,0.859679833388903
2022100213,2,2,1,34,76,"SHOTGUN","3x1",6.58333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11,"rival",0,1,0.647005783851464
2022091500,4,2,9,17,93,"SHOTGUN","2x2",3.6,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,"rival",1,1,0.780974856078318
2022100213,1,1,10,33,77,"SHOTGUN","2x2",9.5,"3-6 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,"KC",1,0,0.536546882144386
2022092502,2,1,1,1,109,"JUMBO","1x0",2,"12-15 min","visitante",0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,-4,"rival",0,0,0.188162109026434
2022110610,1,1,10,23,33,"I_FORM","2x1",10.0666666666667,"3-6 min","local",0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"rival",0,0,0.508796594024359
2022102310,1,3,4,13,97,"SHOTGUN","2x2",2.73333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-10,"rival",1,1,0.918159219227794
2022101000,3,2,8,48,58,"SHOTGUN","2x2",12.7,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-10,"KC",1,1,0.935481703450397
2022091110,1,3,7,27,37,"SHOTGUN","3x1",10.4666666666667,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"rival",1,1,0.957033295999457
2022110610,4,1,10,36,46,"SHOTGUN","2x2",1.78333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"KC",1,1,0.890346485365861
2022110610,3,1,10,21,89,"SHOTGUN","2x2",9.76666666666667,"3-6 min","local",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,"KC",1,1,0.80074403180018
2022091500,3,1,3,3,13,"SHOTGUN","3x1",1.26666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-3,"rival",0,1,0.793843541782812
2022091500,2,1,16,7,17,"SHOTGUN","3x1",0.816666666666667,"12-15 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"KC",1,1,0.892709714652705
2022100213,2,1,10,42,52,"SHOTGUN","3x1",0.0666666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,"KC",1,1,0.855558626756819
2022110610,1,2,10,22,32,"EMPTY","3x2",2.13333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"rival",1,1,0.928371511456678
2022101000,1,1,10,46,64,"SHOTGUN","3x1",6.75,"6-9 min","local",0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-7,"KC",0,0,0.505336730716054
2022100213,3,3,5,21,89,"SHOTGUN","2x2",7.11666666666667,"6-9 min","visitante",1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,14,"rival",1,1,0.831907943907956
2022102310,4,1,10,24,86,"SHOTGUN","2x2",12.1666666666667,"0-3 min","visitante",0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,"rival",0,0,0.319958876706036
2022110610,3,3,1,30,80,"SINGLEBACK","2x2",8.95,"6-9 min","local",1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-8,"KC",1,1,0.702890692090122
2022100213,3,1,10,25,35,"SHOTGUN","2x2",15,"0-3 min","visitante",0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11,"KC",1,0,0.250015432720502
2022091500,1,1,10,25,85,"SHOTGUN","3x1",15,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KC",0,1,0.651764613707632
2022101610,1,1,10,47,63,"SHOTGUN","2x2",8.06666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.865147626042865
2022101610,4,1,10,30,40,"SHOTGUN","3x1",0.933333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-4,"KC",1,1,0.842834592920441
2022092502,3,3,2,2,108,"SHOTGUN","3x1",8.06666666666667,"6-9 min","visitante",1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,"rival",1,0,0.587151475317603
2022101610,2,2,10,46,64,"SHOTGUN","2x2",1.88333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,"KC",1,1,0.814308644162163
2022091500,2,1,10,45,65,"SHOTGUN","3x1",14.3166666666667,"0-3 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-10,"rival",1,1,0.716648775253044
2022091110,2,4,2,4,106,"SHOTGUN","3x1",7.61666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"rival",1,1,0.787010233291598
2022091500,4,2,6,35,45,"SHOTGUN","3x1",6.2,"6-9 min","local",1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,7,"KC",1,1,0.739789183601434
2022110610,4,1,10,19,29,"PISTOL","3x1",9.36666666666667,"3-6 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,"KC",1,1,0.918970266955577
2022101610,2,2,15,31,79,"SHOTGUN","3x1",2.58333333333333,"12-15 min","local",0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4,"KC",1,1,0.629779643881526
2022102310,3,2,20,38,48,"SHOTGUN","3x1",4.45,"9-12 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,"rival",1,1,0.774675456244733
