"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022110604,1,3,5,26,84,"EMPTY","3x2",10.35,"3-6 min","local",0,"rival",0,1,0.932484131942027
2022091803,2,2,11,15,95,"SHOTGUN","2x2",14.4,"0-3 min","local",7,"JAX",0,1,0.985636193806635
2022091109,2,1,9,9,101,"SHOTGUN","3x1",5.83333333333333,"9-12 min","visitante",-11,"rival",1,1,0.895308126927807
2022091109,2,1,10,50,60,"EMPTY","3x2",7.9,"6-9 min","visitante",-11,"centro",1,1,0.888407428252018
2022102304,1,1,10,36,74,"SHOTGUN","2x2",2.96666666666667,"12-15 min","local",1,"rival",0,1,0.952521883317538
2022110604,3,2,6,23,33,"SHOTGUN","2x2",2.75,"12-15 min","local",-3,"rival",0,0,0.338951564172112
2022100903,4,1,10,13,97,"SHOTGUN","3x1",0.683333333333333,"12-15 min","local",-7,"JAX",1,1,0.990444033681852
2022100903,1,2,8,8,102,"SHOTGUN","3x1",1.61666666666667,"12-15 min","local",0,"rival",1,1,0.780911320793989
2022091803,3,3,6,29,81,"SHOTGUN","3x1",13.85,"0-3 min","local",17,"JAX",1,1,0.986789250632868
2022103000,3,1,15,34,44,"EMPTY","3x2",0.466666666666667,"12-15 min","local",-4,"JAX",1,1,0.921792917157901
2022100209,4,2,10,31,41,"SHOTGUN","2x2",12.2166666666667,"0-3 min","visitante",-9,"JAX",1,1,0.966841695626137
2022100903,4,1,10,20,90,"EMPTY","3x2",10.35,"3-6 min","local",0,"JAX",1,0,0.662957009643333
2022100209,4,3,10,47,57,"EMPTY","3x2",8.11666666666667,"6-9 min","visitante",-15,"JAX",1,1,0.974069424860802
2022101603,1,3,1,1,11,"SINGLEBACK","2x2",3.85,"9-12 min","visitante",0,"rival",0,0,0.0482875183645408
2022100903,4,2,10,24,86,"SHOTGUN","3x1",0.3,"12-15 min","local",-7,"JAX",1,1,0.996764184802096
2022092509,3,1,10,41,69,"SHOTGUN","2x1",11.2666666666667,"3-6 min","visitante",6,"JAX",1,1,0.75299206138107
2022100209,3,1,10,29,39,"SINGLEBACK","2x2",6.26666666666667,"6-9 min","visitante",-6,"rival",0,0,0.250748663917417
2022092509,2,3,8,26,84,"SHOTGUN","3x1",11.65,"3-6 min","visitante",6,"rival",1,1,0.993024048988471
2022101603,1,1,1,1,11,"WILDCAT","4x2",5.03333333333333,"9-12 min","visitante",0,"rival",0,0,0.052266955614478
2022101603,1,1,10,15,95,"SHOTGUN","2x2",12.1833333333333,"0-3 min","visitante",0,"JAX",1,0,0.197340395509055
2022091109,1,3,12,15,25,"SHOTGUN","2x1",12.0666666666667,"0-3 min","visitante",0,"rival",1,1,0.992697427090671
2022092509,1,3,2,45,55,"SHOTGUN","3x1",4.18333333333333,"9-12 min","visitante",0,"rival",1,1,0.70031656061784
2022102304,1,2,3,29,81,"SHOTGUN","2x2",2.58333333333333,"12-15 min","local",1,"rival",0,0,0.110559320673715
2022091803,4,2,9,10,20,"SINGLEBACK","3x1",5.53333333333333,"9-12 min","local",24,"JAX",0,0,0.0643711499441207
2022110604,2,1,10,44,54,"SHOTGUN","2x2",0.433333333333333,"12-15 min","local",-13,"rival",1,1,0.889094718958851
2022100903,4,2,10,20,90,"EMPTY","3x2",10.2833333333333,"3-6 min","local",0,"JAX",1,1,0.7614757151861
2022103000,4,1,10,47,57,"SHOTGUN","2x2",7.1,"6-9 min","local",-4,"rival",1,0,0.328589780184492
2022091803,3,1,10,25,85,"SINGLEBACK","2x2",15,"0-3 min","local",17,"JAX",0,0,0.239673270707705
2022100209,4,1,10,20,30,"SHOTGUN","3x1",13.6,"0-3 min","visitante",-9,"JAX",0,1,0.827826255195119
2022091109,4,1,10,45,65,"I_FORM","2x1",14.3166666666667,"0-3 min","visitante",-2,"rival",0,1,0.723744138941806
2022101603,1,1,10,20,30,"PISTOL","2x1",5.96666666666667,"9-12 min","visitante",0,"rival",0,0,0.149997653419059
2022091109,4,2,8,43,67,"SHOTGUN","2x2",13.6666666666667,"0-3 min","visitante",-2,"rival",1,1,0.869839634790211
2022101603,2,1,10,25,35,"SINGLEBACK","3x1",13.9333333333333,"0-3 min","visitante",4,"JAX",1,1,0.953331335147226
2022100903,1,2,8,45,65,"SINGLEBACK","2x2",7.93333333333333,"6-9 min","local",0,"rival",1,1,0.951966349325232
2022100209,3,1,10,19,29,"SINGLEBACK","2x2",5.03333333333333,"9-12 min","visitante",-6,"rival",0,0,0.0428400394135878
2022110604,2,3,1,14,24,"SHOTGUN","3x1",5.6,"9-12 min","local",-17,"rival",0,0,0.0993132260994417
2022100209,2,3,10,25,35,"SHOTGUN","3x1",9.13333333333333,"3-6 min","visitante",7,"JAX",0,1,0.982715155931134
2022100903,1,1,10,20,30,"SINGLEBACK","2x2",13.9666666666667,"0-3 min","local",0,"JAX",0,1,0.922393271060069
2022100209,1,3,5,25,85,"SHOTGUN","3x1",7.11666666666667,"6-9 min","visitante",7,"JAX",1,1,0.951340674514009
2022091803,1,1,10,16,94,"SHOTGUN","2x2",3.81666666666667,"9-12 min","local",0,"rival",0,0,0.273561913585092
2022092509,3,3,1,6,16,"I_FORM","2x1",3.3,"9-12 min","visitante",13,"rival",0,0,0.0336955667234361
2022110604,2,2,16,47,57,"SHOTGUN","2x2",8.26666666666667,"6-9 min","local",-17,"rival",1,1,0.922296442118562
2022100209,1,2,5,45,65,"SHOTGUN","2x2",0.6,"12-15 min","visitante",14,"JAX",1,1,0.849663465708942
2022103000,4,2,3,4,14,"SHOTGUN","2x2",5.16666666666667,"9-12 min","local",-4,"rival",0,0,0.0627474703900462
2022102304,2,1,25,34,76,"SINGLEBACK","3x1",4.26666666666667,"9-12 min","local",1,"JAX",1,1,0.9771875022484
2022103000,1,3,6,22,32,"SHOTGUN","3x1",7.76666666666667,"6-9 min","local",0,"rival",1,1,0.980859495551113
2022110604,3,1,10,28,38,"EMPTY","3x2",13.95,"0-3 min","local",-10,"rival",1,1,0.924985441796006
2022110604,2,2,4,38,48,"SHOTGUN","2x2",0.35,"12-15 min","local",-13,"rival",1,1,0.919469197456737
2022092509,3,2,8,42,68,"PISTOL","2x2",9.13333333333333,"3-6 min","visitante",13,"JAX",1,1,0.935964255616681
2022100903,4,2,2,22,88,"SHOTGUN","3x1",2.73333333333333,"12-15 min","local",-7,"JAX",1,0,0.661353429532383
2022091803,1,1,10,46,56,"SHOTGUN","3x1",10.0666666666667,"3-6 min","local",0,"JAX",1,0,0.270347025319113
2022100209,3,2,11,27,83,"SHOTGUN","2x2",9.1,"3-6 min","visitante",-6,"JAX",1,1,0.990354978603103
2022091109,2,2,14,14,96,"SHOTGUN","3x1",0.533333333333333,"12-15 min","visitante",-11,"rival",1,1,0.997621829087205
2022091109,4,3,4,42,68,"SHOTGUN","3x1",7.45,"6-9 min","visitante",2,"rival",1,1,0.944179404623184
2022103000,1,2,14,41,51,"SINGLEBACK","2x2",9.8,"3-6 min","local",0,"rival",0,0,0.565911704456926
2022091109,3,1,3,3,13,"SHOTGUN","2x2",9.65,"3-6 min","visitante",-11,"rival",0,0,0.490124588691905
2022091109,4,1,10,25,35,"SHOTGUN","3x1",1.76666666666667,"12-15 min","visitante",-6,"JAX",1,0,0.228247494149024
2022100903,2,1,10,40,70,"SINGLEBACK","2x2",2,"12-15 min","local",-3,"JAX",0,1,0.756152486395203
2022091803,1,2,12,18,92,"SINGLEBACK","3x1",3.15,"9-12 min","local",0,"rival",1,1,0.988980003793024
2022110604,4,2,9,35,45,"SHOTGUN","3x1",5.08333333333333,"9-12 min","local",4,"JAX",1,1,0.858346518547017
2022103000,3,1,10,24,34,"SHOTGUN","2x2",14.9,"0-3 min","local",3,"JAX",0,0,0.304997241083935
2022091803,2,1,10,25,85,"SINGLEBACK","3x1",5.71666666666667,"9-12 min","local",14,"JAX",1,0,0.264709144028074
