"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","nflId_35472","nflId_42392","nflId_42489","nflId_44875","nflId_44985","nflId_46076","nflId_47857","nflId_47879","nflId_48512","nflId_52536","nflId_53522","nflId_42818","nflId_53079","nflId_52494","nflId_48011","nflId_42448","nflId_54528","nflId_42569","nflId_39684","nflId_53855","nflId_54613","nflId_38937","nflId_40124","nflId_53590","nflId_42954","nflId_52615","nflId_45507","nflId_46173","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022103012,3,2,10,36,74,9.08333333333333,"3-6 min","local",1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,"rival",1,1,0.877203280741591
2022110606,1,2,10,13,97,14.2833333333333,"0-3 min","visitante",1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"rival",1,0,0.617680322922163
2022100202,1,1,10,22,88,1.06666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,"BUF",1,1,0.951385814042796
2022092503,3,3,11,11,99,3.83333333333333,"9-12 min","visitante",1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,"rival",1,1,0.948489433310899
2022100901,4,1,10,46,56,7.45,"6-9 min","local",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,35,"BUF",1,0,0.44227658415596
2022101610,4,2,2,32,78,4.85,"9-12 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,"BUF",0,1,0.766136105076142
2022101610,4,1,10,46,56,2.23333333333333,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,"rival",1,0,0.618931787658716
2022110606,1,3,5,32,78,8.53333333333333,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"rival",0,1,0.880078162947743
2022103012,2,1,10,13,23,2.4,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,"rival",0,0,0.454979491551005
2022092503,2,2,4,49,61,4.85,"9-12 min","visitante",1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"BUF",0,1,0.892291490889656
2022100901,1,3,20,31,41,12.1166666666667,"0-3 min","local",1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,"rival",1,1,0.980922595544631
2022090800,1,2,4,31,79,14.4833333333333,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BUF",1,1,0.799506946643158
2022100202,4,2,2,3,13,1.71666666666667,"12-15 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",0,1,0.762480785069781
2022101610,3,2,5,35,75,8.46666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"rival",1,1,0.748239050235323
2022090800,2,2,5,37,47,12.4333333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"BUF",0,1,0.722227450721164
