"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_38557","nflId_41245","nflId_41295","nflId_43362","nflId_45268","nflId_46101","nflId_46155","nflId_47906","nflId_52500","nflId_53456","nflId_54490","nflId_54604","nflId_47852","nflId_43415","nflId_52609","nflId_42469","nflId_47896","nflId_48220","nflId_53560","nflId_54575","nflId_52463","nflId_42514","nflId_43295","nflId_52894","nflId_46437","nflId_33130","nflId_52721","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022102300,3,3,5,5,15,"SHOTGUN","2x2",8.41666666666667,"6-9 min","local",1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,"rival",1,1,0.905936252364142
2022102700,4,2,6,17,93,"SHOTGUN","3x1",3.21666666666667,"9-12 min","visitante",1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,"rival",0,1,0.535285221157484
2022091107,4,1,14,3,107,"PISTOL","2x2",4.18333333333333,"9-12 min","visitante",1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,21,"BAL",1,1,0.68987712925675
2022100913,2,1,10,14,24,"PISTOL","2x1",14.3333333333333,"0-3 min","local",1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,"rival",0,1,0.620242075992119
2022100202,4,1,10,48,58,"SHOTGUN","3x1",15,"0-3 min","local",1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"BAL",1,1,0.572629563002357
2022102700,1,2,10,10,100,"EMPTY","3x2",11.9,"3-6 min","visitante",1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",1,1,0.79060555016809
2022102700,2,3,36,28,82,"SHOTGUN","2x2",6.48333333333333,"6-9 min","visitante",1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-7,"BAL",0,1,0.957808514028074
2022102300,1,2,6,48,62,"PISTOL","2x1",5.63333333333333,"9-12 min","local",1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-7,"BAL",1,0,0.353613840843549
2022101606,3,2,7,47,63,"PISTOL","3x1",0.6,"12-15 min","visitante",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,"rival",0,0,0.523267248532908
2022100202,1,1,4,4,106,"PISTOL","3x1",14.1333333333333,"0-3 min","local",1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"rival",0,0,0.428952877099251
2022102700,4,2,3,38,72,"SINGLEBACK","2x2",10.1666666666667,"3-6 min","visitante",1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,"rival",0,0,0.374824749243234
2022092505,2,1,10,25,85,"SHOTGUN","2x1",5.96666666666667,"9-12 min","visitante",1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3,"BAL",0,1,0.574476323306854
2022091107,1,1,10,28,38,"SINGLEBACK","2x2",13.7,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BAL",1,1,0.583759574033638
2022101606,2,3,8,38,72,"SHOTGUN","3x1",10.05,"3-6 min","visitante",1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.657733696475805
2022102300,2,3,11,19,29,"EMPTY","3x2",6.75,"6-9 min","local",1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-4,"BAL",1,1,0.905625045115426
2022102700,2,1,10,13,97,"SHOTGUN","2x2",0.766666666666667,"12-15 min","visitante",1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-7,"BAL",1,1,0.828701194054885
2022110700,2,3,9,45,65,"SHOTGUN","2x2",12.1,"0-3 min","visitante",1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,"BAL",1,1,0.691349979653761
2022100913,3,3,6,6,16,"SHOTGUN","3x1",1.96666666666667,"12-15 min","local",1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,"BAL",1,1,0.902014611738889
2022101606,2,1,10,25,35,"SHOTGUN","3x1",3.51666666666667,"9-12 min","visitante",1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"BAL",1,1,0.742924201459312
2022091107,3,3,10,17,93,"SHOTGUN","3x1",7.33333333333333,"6-9 min","visitante",1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,"rival",1,1,0.866982877156713
2022091800,4,2,10,40,70,"SHOTGUN","2x2",0.133333333333333,"12-15 min","local",1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-4,"BAL",1,1,0.727926744775895
2022091107,1,2,8,29,39,"SHOTGUN","2x1",0.416666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"BAL",0,1,0.576847005559879
2022100913,1,2,20,44,54,"SHOTGUN","2x2",4.2,"9-12 min","local",1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,"BAL",1,1,0.751154012180634
2022100913,1,2,10,21,89,"EMPTY","3x2",8.81666666666667,"6-9 min","local",1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,"rival",1,1,0.807373115396745
2022091107,3,2,9,36,46,"EMPTY","3x2",12.9666666666667,"0-3 min","visitante",1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,"BAL",1,1,0.714824219490068
