"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_39987","nflId_41310","nflId_42412","nflId_43537","nflId_46096","nflId_46189","nflId_47803","nflId_47847","nflId_47907","nflId_54474","nflId_54537","nflId_40026","nflId_47987","nflId_52541","nflId_53485","nflId_54698","nflId_52552","nflId_52477","nflId_54506","nflId_48119","nflId_54006","nflId_45056","nflId_54023","nflId_53637","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022101609,2,2,7,23,87,"JUMBO","2x2",14.4,"0-3 min","local",1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,"SEA",1,1,0.816191758794252
2022103011,2,2,7,28,38,"SHOTGUN","3x1",5.23333333333333,"9-12 min","local",1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"SEA",1,1,0.74078324215626
2022103011,3,1,10,38,48,"SHOTGUN","3x1",5.06666666666667,"9-12 min","local",1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,"SEA",1,1,0.848851561633182
2022101609,1,2,6,15,95,"SHOTGUN","3x1",7.51666666666667,"6-9 min","local",1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,-3,"rival",1,0,0.35272232242973
2022100205,3,1,10,45,55,"SINGLEBACK","2x2",3.58333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8,"rival",1,1,0.816034528350561
2022102309,4,1,10,50,60,"SINGLEBACK","3x1",11.4666666666667,"3-6 min","visitante",1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,11,"centro",0,0,0.0111660261307237
2022102309,4,2,8,32,78,"SHOTGUN","3x1",10.1166666666667,"3-6 min","visitante",1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,11,"rival",1,1,0.899685758642793
2022100906,2,2,10,15,25,"SINGLEBACK","2x2",1.91666666666667,"12-15 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-7,"rival",0,1,0.731471145421351
2022101609,2,1,10,46,56,"SHOTGUN","2x2",0.516666666666667,"12-15 min","local",1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,"rival",1,1,0.818113864411648
2022102309,1,1,10,46,56,"SINGLEBACK","2x2",10.6166666666667,"3-6 min","visitante",1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,"rival",0,0,0.349756640834443
2022103011,2,4,2,6,104,"SHOTGUN","3x1",12.7,"0-3 min","local",1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,"rival",1,1,0.891746877651265
2022110608,1,3,6,31,41,"SHOTGUN","3x1",11,"3-6 min","visitante",1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,"rival",1,1,0.97984306821398
2022110608,4,3,2,13,23,"SHOTGUN","2x2",8.11666666666667,"6-9 min","visitante",1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,"rival",0,1,0.73114718730049
2022092511,3,3,1,34,76,"SINGLEBACK","2x2",9.28333333333333,"3-6 min","local",1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"SEA",0,0,0.392313369325127
2022100906,4,1,10,50,60,"I_FORM","1x1",14.9166666666667,"0-3 min","visitante",1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-12,"centro",1,1,0.837142800965864
2022103011,4,1,10,20,90,"SHOTGUN","2x2",7.55,"6-9 min","local",1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,7,"SEA",0,0,0.543426295933139
2022100205,2,2,14,44,66,"EMPTY","3x2",5.71666666666667,"9-12 min","visitante",1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,"SEA",1,1,0.976021396545205
2022100205,2,1,10,40,70,"SINGLEBACK","3x1",13.1166666666667,"0-3 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,"SEA",0,0,0.451406827510206
2022102309,2,1,10,36,46,"SINGLEBACK","2x2",8.28333333333333,"6-9 min","visitante",1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,"SEA",0,1,0.644341838206332
2022092511,1,3,1,49,59,"SINGLEBACK","3x1",5.5,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-4,"SEA",1,0,0.103592517190616
2022103011,2,1,10,25,35,"SINGLEBACK","3x1",5.85,"9-12 min","local",1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"SEA",0,0,0.40264871798656
2022092511,3,1,15,20,30,"SHOTGUN","3x1",4.46666666666667,"9-12 min","local",1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"rival",1,1,0.956343478289787
2022092511,2,1,10,20,30,"SHOTGUN","2x2",0.75,"12-15 min","local",1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,"rival",1,1,0.929904491276311
2022092511,2,1,10,33,77,"PISTOL","3x1",15,"0-3 min","local",1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"SEA",1,0,0.377759110850687
2022091200,1,3,2,38,72,"SHOTGUN","2x2",11.6166666666667,"3-6 min","local",1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",1,1,0.838405306477729
2022103011,4,3,7,33,77,"SHOTGUN","2x2",2,"12-15 min","local",1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,14,"SEA",0,1,0.893463398971386
2022102309,1,1,10,16,26,"SHOTGUN","3x1",8.4,"6-9 min","visitante",1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"rival",0,0,0.349461548968141
2022101609,3,3,13,22,32,"SHOTGUN","3x1",14.3,"0-3 min","local",1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,6,"SEA",1,1,0.995334224753188
2022103011,3,2,5,36,74,"SHOTGUN","2x2",3.6,"9-12 min","local",1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,"rival",0,1,0.937073219130696
2022100205,3,2,11,27,37,"SHOTGUN","2x2",9.1,"3-6 min","visitante",1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,16,"rival",0,1,0.724092835256963
2022103011,4,2,4,42,68,"SINGLEBACK","2x2",10.2,"3-6 min","local",1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"SEA",1,1,0.785002715084323
2022102309,1,2,1,34,44,"SINGLEBACK","3x1",5,"9-12 min","visitante",1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7,"rival",0,0,0.068859007345377
2022103011,1,2,9,27,83,"EMPTY","3x2",9.73333333333333,"3-6 min","local",1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,"SEA",1,1,0.86480736573363
2022100906,2,1,10,15,25,"SINGLEBACK","3x1",2,"12-15 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-7,"rival",1,0,0.48105463680307
2022100205,3,3,16,36,46,"SHOTGUN","3x1",0.666666666666667,"12-15 min","visitante",1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,"rival",0,1,0.983902069606089
2022102309,1,2,20,33,77,"SHOTGUN","3x1",11.4166666666667,"3-6 min","visitante",1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"SEA",1,1,0.821239919658293
2022091200,1,2,8,28,82,"SINGLEBACK","3x1",5.55,"9-12 min","local",1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,"rival",0,0,0.234066182020144
2022102309,2,1,10,25,35,"I_FORM","2x1",9.61666666666667,"3-6 min","visitante",1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3,"SEA",0,0,0.382424468331598
2022102309,3,1,10,36,46,"SINGLEBACK","2x2",5.66666666666667,"9-12 min","visitante",1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,10,"rival",0,1,0.595460361671623
2022102309,1,2,10,35,75,"SHOTGUN","2x2",13.95,"0-3 min","visitante",1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"SEA",0,1,0.551669204477695
2022100906,2,2,4,31,79,"SINGLEBACK","2x2",10.3166666666667,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SEA",0,0,0.376498134536994
2022110608,3,1,10,37,47,"SINGLEBACK","3x1",7.36666666666667,"6-9 min","visitante",1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,-4,"SEA",0,0,0.449368552275437
2022092511,4,1,10,39,49,"SINGLEBACK","3x1",13.5666666666667,"0-3 min","local",1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-4,"SEA",0,1,0.891300614400291
2022102309,3,1,6,6,16,"SINGLEBACK","3x1",2.58333333333333,"12-15 min","visitante",1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,10,"rival",1,0,0.383899365956642
2022110608,3,1,10,27,37,"PISTOL","3x1",13.3666666666667,"0-3 min","visitante",1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,"SEA",1,1,0.65531159004401
2022103011,1,3,1,38,72,"WILDCAT","4x1",13.7833333333333,"0-3 min","local",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"SEA",0,0,0.404277522448049
2022100205,3,1,10,48,62,"SHOTGUN","2x2",10.5666666666667,"3-6 min","visitante",1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,16,"SEA",0,1,0.5972460316773
