"gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","gameClock_mod","timeCategory","estadio","diferencia","yardlineSide_mod","truth","estimate","probabilidades"
2022091807,2,3,1,13,97,6.16666666666667,"6-9 min","visitante",-14,"rival",0,0,0.20197459350746
2022101600,2,1,10,30,40,7.03333333333333,"6-9 min","local",0,"ATL",0,0,0.266044849440219
2022091807,4,2,6,11,99,8.35,"6-9 min","visitante",-21,"rival",1,0,0.432933753055644
2022092511,4,2,7,34,44,5.26666666666667,"9-12 min","visitante",4,"rival",0,1,0.649249520245774
2022091100,4,2,10,25,85,0.233333333333333,"12-15 min","local",-1,"ATL",1,1,0.650493400913255
2022100201,4,3,2,2,108,7.48333333333333,"6-9 min","local",-3,"rival",1,0,0.413308729324752
2022102302,3,1,10,25,85,5.33333333333333,"9-12 min","visitante",-18,"ATL",0,1,0.453553524691256
2022110600,3,1,10,37,73,7.33333333333333,"6-9 min","local",-4,"rival",0,0,0.248860130462659
2022103001,2,3,3,38,48,15,"0-3 min","local",-3,"ATL",1,1,0.669073022834198
2022092511,3,1,10,35,45,13.6833333333333,"0-3 min","visitante",-3,"ATL",0,0,0.324404399541234
2022091807,2,1,10,25,35,9.5,"3-6 min","visitante",-14,"ATL",0,1,0.545724913978561
2022100201,1,1,10,35,45,9.26666666666667,"3-6 min","local",0,"ATL",0,0,0.342954334215924
2022101600,1,1,10,15,25,11.1666666666667,"3-6 min","local",0,"rival",0,0,0.153695605419883
2022092511,3,2,6,24,86,11.0166666666667,"3-6 min","visitante",-3,"rival",1,0,0.43661555706496
2022101600,3,2,6,34,76,10.8833333333333,"3-6 min","local",7,"rival",0,0,0.292722179458655
2022101600,4,3,8,34,76,2,"12-15 min","local",14,"ATL",0,1,0.82545241681264
2022103001,4,1,10,25,85,0.2,"12-15 min","local",0,"ATL",1,1,0.660723531217349
2022091100,1,1,10,25,35,15,"0-3 min","local",0,"ATL",1,1,0.626807505543137
2022101600,4,2,2,27,83,2.48333333333333,"12-15 min","local",14,"ATL",0,0,0.0993748005408924
2022103001,4,1,10,20,90,11.6666666666667,"3-6 min","local",0,"ATL",0,0,0.192895714229033
2022110600,1,1,10,23,33,4.61666666666667,"9-12 min","local",7,"rival",0,0,0.377727686871756
2022102302,3,2,13,24,86,10.5833333333333,"3-6 min","visitante",-11,"ATL",1,1,0.762302895191972
2022103001,4,2,9,13,23,8.41666666666667,"6-9 min","local",0,"rival",0,1,0.502258813442506
2022110600,1,2,3,28,38,5.3,"9-12 min","local",7,"rival",1,0,0.390255285784044
2022110600,1,1,10,25,85,15,"0-3 min","local",0,"ATL",1,1,0.666548153863859
2022102302,2,3,1,34,76,13.6166666666667,"0-3 min","visitante",-21,"ATL",0,0,0.371030104605478
2022091100,1,2,10,21,31,8.63333333333333,"6-9 min","local",3,"ATL",1,1,0.642848976885988
2022100908,4,1,10,41,69,7.86666666666667,"6-9 min","visitante",-14,"ATL",1,0,0.365711419397717
2022102302,1,3,5,43,53,10.2833333333333,"3-6 min","visitante",-7,"ATL",1,1,0.912192971973481
2022091807,4,1,10,21,89,2.63333333333333,"12-15 min","visitante",-6,"rival",0,0,0.159520949731419
2022091100,1,1,10,34,44,2.7,"12-15 min","local",-4,"ATL",0,0,0.391281869075017
2022100201,3,2,18,23,87,11.5666666666667,"3-6 min","local",0,"ATL",1,1,0.764971278640656
2022110600,2,2,10,25,35,0.433333333333333,"12-15 min","local",-4,"ATL",1,1,0.698018257269564
